"Sample_ID","Site_ID","Site_Name","Latitude","Longitude","Elevation","Type","Start_Date","Start_Time_Zone","Collection_Date","Collection_Time_Zone","Phase","Depth_meters","Sample_Comments","d2H","d18O","D17O","d2H_Analytical_SD","d18O_Analytical_SD","D17O_Analytical_SD","WI_Analysis_Source","Project_ID","Bout","Dex","BaseShift","SlopeShift","Residuals","BaseCurve","CH4","Instrument","d18O.off","d18O.off.pw","d2H.off","d2H.off.pw","d18O.oc","d2H.oc"
"20-212_WOOD2-010-1","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.05,"no depth info given",-79.3358927706,-8.2523132283,NA,0.570934740465219,0.132633194013632,NA,"SPATIAL",384,"WOOD2",-13.3173869442,-34.7772916666667,-0.300499999999999,-0.838158333333334,-30.7468833333333,-0.216116666666667,"Both",-1.59780903945981,0.802937331308058,-0.317407354065506,8.36233738522356,-6.65450418884019,-79.0184854165345
"20-212_WOOD2-010-2","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.05,"no depth info given",-76.4142196724,-8.4455292845,NA,0.298063815922069,0.0559932909484027,NA,"SPATIAL",384,"WOOD2",-8.8499853964,-0.810124999999985,-2.13125,-0.106325,-2.4873,0.0240500000000001,"Both",-0.0593292268871652,0.741956459607226,-0.324237914537599,8.36241593853465,-8.38620005761283,-76.0899817578624
"20-212_WOOD2-010-3","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.05,"no depth info given",-75.7197262476,-8.2396007754,NA,0.260675527874528,0.0466583364661835,NA,"SPATIAL",384,"WOOD2",-9.8029200444,-2.11924999999994,-0.0952500000000003,-0.0484500000000003,-1.447425,-0.00257500000000002,"Both",0.126583275282142,0.741723070406209,-0.321210483206466,8.36238109227308,-8.36618405068214,-75.3985157643935
"20-212_WOOD2-1020-1","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.15,"no depth info given",-80.2158003543,-9.2188548568,NA,0.401963787863784,0.0975468274539659,NA,"SPATIAL",384,"WOOD2",-6.4649614999,-2.58975,-0.150749999999998,-0.0638250000000002,-2.003925,0.050425,"Both",0.0187993732606215,0.741826140397767,-0.321671743731019,8.36238639838049,-9.23765423006062,-79.894128610569
"20-212_WOOD2-1020-2","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.15,"no depth info given",-80.6546726002,-9.900205184,NA,0.267088216672782,0.0716773140169492,NA,"SPATIAL",384,"WOOD2",-1.4530311282,-2.29224999999995,-0.300374999999999,-0.0730750000000002,-1.975175,0.00655000000000006,"Both",0.0512809401230683,0.741783159117957,-0.321340553785115,8.36238258842698,-9.95148612412307,-80.3333320464149
"20-212_WOOD2-1020-3","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.15,"no depth info given",-79.6938462962,-9.5780657302,NA,0.144474291385862,0.0420804099009711,NA,"SPATIAL",384,"WOOD2",-3.06932045459999,-1.28537499999992,-0.368624999999998,-0.0815750000000002,-2.52105,-0.0616999999999999,"Both",0.116337868172685,0.741814461031114,-0.3198879310913,8.36236588444534,-9.69440359837269,-79.3739583651087
"20-212_WOOD2-2030-1","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.25,"no depth info given",-81.1740433476,-9.5345018486,NA,0.283061084952952,0.0103848809363976,NA,"SPATIAL",384,"WOOD2",-4.89802855880001,-3.75525000000003,-0.083499999999999,-0.102325,-3.09179999999999,-0.07095,"Both",0.077832949525111,0.742101649945049,-0.320876651332817,8.36237725273132,-9.61233479812511,-80.8531666962672
"20-212_WOOD2-2030-2","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.25,"no depth info given",-83.6420758864,-10.5103859908,NA,0.211208778795481,0.0244680502610747,NA,"SPATIAL",384,"WOOD2",0.441012040000004,-4.69374999999995,-0.797374999999999,-0.1542,-4.3343,0.043175,"Both",-0.202914747990254,0.742610773876399,-0.323248602976001,8.36240454613717,-10.3074712428097,-83.318827283424
"20-212_WOOD2-2030-3","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.25,"no depth info given",-88.2085346578,-11.2581509262,NA,0.270969561490037,0.0514750760832356,NA,"SPATIAL",384,"WOOD2",1.85667275180001,-2.1531249999999,-0.426499999999999,-0.0867000000000002,-2.46504999999999,-0.0459499999999999,"Both",0.0838145035667002,0.741865210287058,-0.320072891016206,8.36236801072391,-11.3419654297667,-87.8884617667838
"20-212_WOOD2-3040-1","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.35,"no depth info given",-85.2053915102,-9.9281729892,NA,0.136807747963464,0.128946811882885,NA,"SPATIAL",384,"WOOD2",-5.7800075966,1.86900000000006,-0.434875000000001,-0.0537000000000001,-1.266175,0.0556750000000001,"Both",0.0324090955252382,0.74177076786584,-0.322648134792696,8.362397633943,-9.96058208472524,-84.8827433754073
"20-212_WOOD2-3040-2","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.35,"no depth info given",-89.6990827552,-11.340933091,NA,0.135960288040261,0.0379337804320015,NA,"SPATIAL",384,"WOOD2",1.02838197280001,-4.42199999999992,-0.721999999999999,-0.13845,-3.58355,0.0131750000000001,"Both",-0.123678489804891,0.742431576236386,-0.321784065154991,8.36238769063698,-11.2172546011951,-89.377298690045
"20-212_WOOD2-3040-3","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.35,"no depth info given",-92.6921027688,-12.1188585882,NA,0.135847515901637,0.184574690273122,NA,"SPATIAL",384,"WOOD2",4.2587659368,1.68984999999999,-0.817799999999998,-0.0503750000000003,-1.17045,-0.0425249999999999,"Both",0.168375382905621,0.741597425263247,-0.319180608228073,8.36235775478404,-12.2872339711056,-92.3729221605719
"20-212_WOOD2-5060-1","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.55,"",-95.4225100469,-12.7365621543,NA,0.504492252345327,0.148107870928299,NA,"SPATIAL",384,"WOOD2",6.4699871875,4.24158333333337,-0.789799999999999,-0.0493333333333334,-0.639633333333329,-0.0376999999999999,"Both",0.161510119626293,0.741552394947359,-0.319474610441658,8.36236113360123,-12.8980722739263,-95.1030354364583
"20-212_WOOD2-5060-3","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.55,"",-97.879892086,-12.8349583197,NA,0.25533500347262,0.0700287865109233,NA,"SPATIAL",384,"WOOD2",4.7997744716,-2.98049999999991,-0.371624999999999,-0.1292,-3.50829999999999,0.00180000000000005,"Both",-0.086891318390362,0.742287133854316,-0.321264222243201,8.36238171040272,-12.7480670013096,-97.5586278637568
"20-212_WOOD2-6070-2","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.65,"",-93.3239506611,-12.2101557898,NA,0.182295642997315,0.0201997054381724,NA,"SPATIAL",384,"WOOD2",4.3572956573,-33.0971249999999,-0.0992499999999984,-0.824325,-29.50055,-0.227075,"Both",-1.55001251965421,0.801310520518291,-0.319900097332055,8.3623660243016,-10.6601432701458,-93.0040505637679
"20-212_WOOD2-deep-1","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.95,"",-80.6689415636,-9.7947709079,NA,0.699317485871893,0.0818798130428129,NA,"SPATIAL",384,"WOOD2",-2.3107743004,-5.97849999999994,-2.616125,-0.266575,-7.19005,0.092675,"Both",-0.556083804649467,0.745170206579805,-0.335476799159438,8.362545717459,-9.23868710325053,-80.3334647644406
"20-212_WOOD2-deep-2","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.95,"",-93.3804639481,-12.4426509202,NA,0.168466709282363,0.0573967321317667,NA,"SPATIAL",384,"WOOD2",6.1607434135,-0.368499999999905,0.0618749999999997,-0.0227000000000002,-0.468924999999999,-0.0130749999999999,"Both",0.204527452152382,0.741722061024449,-0.321272457188193,8.36238180512595,-12.6471783723524,-93.0591914909118
"20-212_WOOD2-deep-3","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-09-10 00:00:00",6,NA,0.95,"",-88.7159709676,-11.5199812787,NA,0.264931033715099,0.048257713832563,NA,"SPATIAL",384,"WOOD2",3.443879262,0.663750000000078,0.00462500000000077,0.0102999999999998,0.626075000000004,0.0658000000000001,"Both",0.186457363408275,0.742322133170912,-0.321207011703857,8.36238105234288,-11.7064386421083,-88.3947639558961
"20-213_NIWO2-010-1","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.05,"no depth info given",-116.1650898976,-13.7530917074,NA,0.131112676958638,0.0487392419849962,NA,"SPATIAL",384,"NIWO2",-6.1403562384,1.88260000000014,0.19605,0.01355,1.54730000000001,0.0509,"HIDS2052",0.212573039376933,0.742270216659628,-0.320638308669539,8.36237451180644,-13.9656647467769,-115.84445158893
"20-213_NIWO2-010-2","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.05,"no depth info given",-94.8570128794,-10.080488932,NA,0.102665634264189,0.013692079338779,NA,"SPATIAL",384,"NIWO2",-14.2131014234,-4.4847249999998,-0.1335,-0.13525,-4.432875,-0.09055,"HIDS2052",0.0189658944201401,0.742692303385943,-0.32051430714009,8.36237308591402,-10.0994548264201,-94.5364985722599
"20-213_NIWO2-010-3","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.05,"no depth info given",-114.678328566,-12.5037851058,NA,0.148251353338552,0.0220124114645151,NA,"SPATIAL",384,"NIWO2",-14.6480477196,1.20885000000021,-0.0804500000000004,0.00755000000000017,1.16705,-0.06185,"HIDS2052",0.343891116946448,0.741718391099486,-0.320932406552431,8.36237789395535,-12.8476762227464,-114.357396159448
"20-213_NIWO2-1020-1","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.15,"no depth info given",-108.6257790894,-12.7332701413,NA,0.0797042688355595,0.0302498145201883,NA,"SPATIAL",384,"NIWO2",-6.759617959,-0.75364999999988,-0.24095,-0.0564499999999999,-1.3777,-0.1826,"HIDS2052",0.337172989843159,0.741726413532704,-0.318638598252952,8.36235152692004,-13.0704431311432,-108.307140491147
"20-213_NIWO2-1020-2","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.15,"no depth info given",-75.8557609976,-6.8556249213,NA,0.236795458706944,0.0386725997318377,NA,"SPATIAL",384,"NIWO2",-21.0107616272,-11.1612499999999,-0.0276999999999998,-0.29565,-10.4903,-0.28055,"HIDS2052",-0.141399754458576,0.750597723833667,-0.320768084451522,8.36237600418268,-6.71422516684142,-75.5349929131485
"20-213_NIWO2-1020-3","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.15,"no depth info given",-117.5827022585,-13.0698218786,NA,0.130352008680769,0.0426198258686729,NA,"SPATIAL",384,"NIWO2",-13.0241272297,-2.80389999999989,-0.35595,-0.18145,-5.50545,-0.09335,"HIDS2052",-0.0991280402272916,0.743702995156053,-0.31927166380534,8.36235880119114,-12.9706938383727,-117.263430594695
"20-213_NIWO2-2030-1","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.3,"",-105.9575580845,-12.248666981,NA,0.168990115546302,0.127041732323014,NA,"SPATIAL",384,"NIWO2",-7.9682222365,1.19485000000009,0.08805,0.00104999999999977,0.913799999999995,-0.0381,"HIDS2052",0.296344492747976,0.741752981339417,-0.321422100406427,8.36238352647262,-12.545011473748,-105.636135984094
"20-213_NIWO2-2030-2","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.25,"no depth info given",-106.0448001686,-11.9330900715,NA,0.394876341324309,0.0578977045207855,NA,"SPATIAL",384,"NIWO2",-10.5800795966,-15.6054000000001,-0.5417,-0.3812,-12.1732,-0.00609999999999999,"HIDS2052",-0.712282231504881,0.751745326860103,-0.32103066010611,8.36237902397935,-11.2208078399951,-105.723769508494
"20-213_NIWO2-2030-3","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.25,"no depth info given",-147.101720098,-18.1583025445,NA,0.25330313474804,0.0277782857650625,NA,"SPATIAL",384,"NIWO2",-1.83529974199999,-1.10919999999987,0.13995,-0.12385,-3.4332,0.0282,"HIDS2052",-0.109656901917292,0.742132861450268,-0.320992908498016,8.36237858978836,-18.0486456425827,-146.780727189502
"20-213_NIWO2-3040-2","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.35,"no depth info given",-115.8551346827,-14.1803412688,NA,0.643672936827516,0.0842242541162095,NA,"SPATIAL",384,"NIWO2",-2.4124045323,-11.8144,-0.2217,-0.2977,-9.8237,-0.0311,"HIDS2052",-0.468795947752253,0.747652847582091,-0.320819599801445,8.36237659661555,-13.7115453210477,-115.534315082899
"20-213_NIWO2-3040-3","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-09-14 00:00:00",6,NA,0.33,"0.30-0.35",-133.9623580994,-15.6016772704,NA,0.213084747099801,0.0394149625468707,NA,"SPATIAL",384,"NIWO2",-9.14893993620001,-8.88120000000004,0.3727,-0.2666,-9.19895,-0.1213,"HIDS2052",-0.275364670256327,0.747113276448721,-0.323882391963228,8.36241184393496,-15.3263126001437,-133.638475707437
"20-233_SCBI2-010-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.05,"no depth info given, taken at SCBI_062",-38.4760528716,-5.0935675244,NA,0.146102533985525,0.0321004412526215,NA,"SPATIAL",384,"SCBI2",2.2724873236,-3.28535000000011,-0.24075,-0.0443500000000001,-2.28215,-0.02455,"HIDS2052",0.16715490391057,0.741710138109852,-0.320877469151085,8.36237726213669,-5.26072242831057,-38.1551754024489
"20-233_SCBI2-010-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.05,"no depth info given, taken at SCBI_066",-40.4578744884,-5.52874226,NA,0.374241787384534,0.0784486577043909,NA,"SPATIAL",384,"SCBI2",3.77206359159999,-0.75285000000008,-0.34475,0.0158999999999998,-0.0876500000000107,-0.01855,"HIDS2052",0.31198662528093,0.741986213947198,-0.320848977038657,8.36237693446359,-5.84072888528093,-40.1370255113613
"20-233_SCBI2-1020-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.15,"no depth info given, taken at SCBI_062",-33.688801974,-5.0308731254,NA,0.165482568425118,0.079975915129816,NA,"SPATIAL",384,"SCBI2",6.5581830292,2.68389999999999,-0.23125,-0.00310000000000032,-0.473650000000006,0.03595,"HIDS2052",0.187807288040702,0.741993003639633,-0.321713589500482,8.36238687980784,-5.2186804134407,-33.3670883844995
"20-233_SCBI2-1020-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.15,"no depth info given, taken at SCBI_066",-39.2254693788,-5.1707348996,NA,0.0324326120198832,0.0183654100342531,NA,"SPATIAL",384,"SCBI2",2.140409818,-1.13985000000002,0.0905,-0.0111000000000003,-0.761899999999997,0.0687,"HIDS2052",0.129675864110069,0.7421115430742,-0.320859426448881,8.36237705463638,-5.30041076371007,-38.9046099523511
"20-233_SCBI2-1020-3","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.15,"no depth info given, taken at SCBI_052",-33.8972081038,-4.8689717617,NA,0.126811762413001,0.0467754563647916,NA,"SPATIAL",384,"SCBI2",5.0545659898,-0.876850000000104,-0.1385,0.00314999999999976,-0.837650000000011,-0.0598,"HIDS2052",0.332561490213124,0.741727993657434,-0.320738042525717,8.36237565870321,-5.20153325191312,-33.5764700612743
"20-233_SCBI2-2030-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.25,"no depth info given, taken at SCBI_062",-39.5357950395,-5.281839298,NA,0.16732690067743,0.0116519755429741,NA,"SPATIAL",384,"SCBI2",2.7189193445,-1.55935000000022,-0.286,-0.0221,-0.741900000000001,0.0297,"HIDS2052",0.152249500513016,0.741875195296452,-0.321724215259658,8.36238700205655,-5.43408879851302,-39.2140708242403
"20-233_SCBI2-2030-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.25,"no depth info given, taken at SCBI_066",-37.4568511807,-4.9386532134,NA,0.264518225367896,0.0636335233180737,NA,"SPATIAL",384,"SCBI2",2.0523745265,-2.96910000000003,-0.10575,-0.0321000000000002,-2.30840000000001,0.0657,"HIDS2052",0.0816008162041914,0.741961819182147,-0.321633311783362,8.36238595623653,-5.02025402960419,-37.1352178689166
"20-233_SCBI2-2030-3","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.25,"no depth info given, taken at SCBI_052",-37.4713884968,-5.0059853594,NA,0.14103360974609,0.0425668809128736,NA,"SPATIAL",384,"SCBI2",2.5764943784,-2.15260000000012,-0.12625,-0.0546000000000002,-2.11065000000001,-0.10655,"HIDS2052",0.245321362489766,0.741671877318311,-0.320434155806386,8.36237216429718,-5.25130672188977,-37.1509543409936
"20-233_SCBI2-3040-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.35,"no depth info given, taken at SCBI_062",-40.021610325,-5.6609196986,NA,0.216056792960992,0.0134695974221504,NA,"SPATIAL",384,"SCBI2",5.2657472638,-1.67859999999996,-0.237,-0.0321000000000002,-0.842150000000004,-0.05105,"HIDS2052",0.231070509587737,0.741640443764539,-0.32051369432748,8.36237307886749,-5.89199020818774,-39.7010966306725
"20-233_SCBI2-3040-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.35,"no depth info given, taken at SCBI_066",-37.4695585649,-4.7905825785,NA,0.133740706332353,0.0474088665370948,NA,"SPATIAL",384,"SCBI2",0.855102063099999,-1.31235000000015,-0.52975,0.00739999999999963,-0.06965000000001,0.09695,"HIDS2052",0.141193298341802,0.742480525136211,-0.324243951550074,8.36241600806939,-4.9317758768418,-37.1453146133499
"20-233_SCBI2-3040-3","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.35,"no depth info given, taken at SCBI_052",-44.7431344171,-5.8982969963,NA,0.0608121328724784,0.0385905395345395,NA,"SPATIAL",384,"SCBI2",2.4432415533,-0.813600000000179,-0.0987499999999999,-0.00485000000000024,0.166600000000003,0.05695,"HIDS2052",0.160634814812109,0.742115269782536,-0.321555485316681,8.36238506089817,-6.05893181111211,-44.4215789317833
"20-233_SCBI2-deep-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.5,"no depth info given, taken at SCBI_062",-44.5711404755,-6.1541843865,NA,0.143095250813621,0.0148101269307035,NA,"SPATIAL",384,"SCBI2",4.6623346165,-1.20660000000021,0.1135,-0.0023500000000003,-0.914650000000009,-0.0128,"HIDS2052",0.257912616668513,0.741853252239547,-0.321310300754918,8.36238224042967,-6.41209700316851,-44.2498301747451
"20-233_SCBI2-deep-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.5,"no depth info given, taken at SCBI_066",-39.2234909523,-5.4989893661,NA,0.228163425512991,0.0438664815009614,NA,"SPATIAL",384,"SCBI2",4.7684239765,-1.03285000000005,-0.0357499999999997,-0.0171000000000001,-0.490650000000002,0.0297,"HIDS2052",0.164502526253289,0.7418996968146,-0.321287315138533,8.36238197603181,-5.66349189235329,-38.9022036371615
"20-233_SCBI2-deep-3","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-09-11 00:00:00",5,NA,0.5,"no depth info given, taken at SCBI_052",-48.5798354398,-6.3121331825,NA,0.0734532002771105,0.0378636412882496,NA,"SPATIAL",384,"SCBI2",1.9172300202,-1.75909999999999,0.14525,-0.02285,-1.65115,-0.04755,"HIDS2052",0.250576985759637,0.741662309519693,-0.32163089359835,8.36238592841655,-6.56271016825964,-48.2582045462016
"20-234_OSBS1-010-1","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.05,"no depth info given",-1.2080351689,0.2777647541,NA,0.202053504613816,0.0137961429811837,NA,"SPATIAL",384,"OSBS1",-3.4301532017,-3.09835000000021,-0.51445,-0.0518000000000001,-1.5247,0.0396,"HIDS2052",0.0645870242982628,0.74181978251453,-0.322422440721298,8.36239503638695,0.213177729801737,-0.885612728178702
"20-234_OSBS1-010-2","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.05,"no depth info given",-4.8229699085,-1.5007320175,NA,0.142950410522273,0.0150054623284202,NA,"SPATIAL",384,"OSBS1",7.1828862315,-2.91935000000012,-0.6727,-0.04155,-1.75369999999999,-0.03865,"HIDS2052",0.192178177613176,0.741682055374276,-0.319696551770608,8.36236368455762,-1.69291019511318,-4.50327335672939
"20-234_OSBS1-010-3","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.05,"no depth info given",-0.3519555645,1.7647428674,NA,0.455116119201191,0.0961069503717694,NA,"SPATIAL",384,"OSBS1",-14.4698985037,-1.73985000000016,-0.4662,-0.05105,-1.99195,0.04635,"HIDS2052",0.0560246440241646,0.741812944603632,-0.32249510530718,8.36239587266856,1.70871822337584,-0.0294604591928196
"20-234_OSBS1-1020-1","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.15,"no depth info given",-5.9246099087,-1.3864210995,NA,0.22485432789868,0.0411236385383546,NA,"SPATIAL",384,"OSBS1",5.1667588873,-2.18610000000012,-0.55395,-0.0290500000000002,-0.982199999999992,-0.0609,"HIDS2052",0.252372947010845,0.741636289775856,-0.319241824239958,8.36235845827128,-1.63879404651084,-5.60536808446004
"20-234_OSBS1-1020-2","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.15,"no depth info given",-5.9387221999,-0.983502723,NA,0.189151609838672,0.0171748101988762,NA,"SPATIAL",384,"OSBS1",1.9292995841,-0.872850000000199,-0.5657,-0.00755000000000017,-0.318449999999999,-0.07115,"HIDS2052",0.31956538014038,0.741641661886989,-0.31885891188107,8.36235405820796,-1.30306810314038,-5.61986328801893
"20-234_OSBS1-1020-3","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.15,"no depth info given",16.6247437433,9.3425450244,NA,0.424190032817994,0.116271732473122,NA,"SPATIAL",384,"OSBS1",-58.1156164519,-1.78385000000003,-0.9502,0.00170000000000003,-0.0524499999999932,-0.0114,"HIDS2052",0.267328639181993,0.741898468574892,-0.320588147091741,8.36237393498928,9.07521638521801,16.9453318903917
"20-234_OSBS1-2030-1","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.25,"no depth info given",-10.365152133,-1.8757248479,NA,0.179470560310959,0.0304810027240009,NA,"SPATIAL",384,"OSBS1",4.6406466502,-0.408100000000104,-0.2242,0.0294500000000002,0.343800000000002,-0.0324,"HIDS2052",0.36452794567724,0.742069987473888,-0.32079789653586,8.36237634702364,-2.24025279357724,-10.0443542364641
"20-234_OSBS1-2030-2","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.25,"no depth info given",-8.832972026,-1.6829362163,NA,0.216086617224616,0.0199419014213601,NA,"SPATIAL",384,"OSBS1",4.6305177044,-1.17560000000003,-0.8982,0.0254500000000002,0.311050000000009,-0.02865,"HIDS2052",0.350320479172696,0.742050340241752,-0.319712213027166,8.36236386457516,-2.0332566954727,-8.51325981297284
"20-234_OSBS1-2030-3","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.25,"no depth info given",6.6092459056,4.6087005246,NA,0.196112470255778,0.0316176831335994,NA,"SPATIAL",384,"OSBS1",-30.2603582912,-1.52385000000004,-0.64245,-0.00655000000000028,-0.274199999999993,-0.0574,"HIDS2052",0.305197310922975,0.741692223343922,-0.319057182477954,8.3623563364491,4.30350321367702,6.92830308807795
"20-234_OSBS1-3040-1","OSBS_tower","Ordway-Swisher Biological Station NEON",29.689282,-81.993431,NA,"Soil","",NA,"2020-09-15 00:00:00",5,NA,0.35,"no depth info given",-13.3399800722,-1.279228547,NA,0.138422056791809,0.0692126266284519,NA,"SPATIAL",384,"OSBS1",-3.1061516962,-3.4701,-0.58045,-0.10105,-4.10919999999999,-0.20415,"HIDS2052",0.253203500437049,0.742478060948661,-0.31425918378301,8.36230126219018,-1.53243204743705,-13.025720888417
